id_usuario,direccion_estacion_origen,direccion_estacion_destino,duracion_recorrido,distancia,dia
278659,Fitz Roy & Gorriti,300 Almafuerte Av. & Los Patos,3183,6635.76,Sábado
571607,Arenales y Aguero,Fitz Roy  1092 & Loyola,2260,3329.65,Viernes
101918,"Juncal & Salguero, Jeronimo",Fitz Roy  1092 & Loyola,1559,2907.23,Miércoles
509785,Fitz Roy  1092 & Loyola,Fitz Roy  1092 & Loyola,1071,0,Jueves
279802,80 Larrea,80 Larrea,1712,0,Miércoles
279802,80 Larrea,80 Larrea,2238,0,Sábado
198839,Miller & Monroe,La Pampa 2512 & Ciudad de la Paz,2476,2446.75,Domingo
49068,Avenida Juan de Garay 1050,Avelino Diaz&Doblas,2080,4390.73,Jueves
339543,2908 Salcedo & Dean Funes,Avelino Diaz&Doblas,1045,2073.22,Domingo
191555,Beruti & Ecuador,3084 Agrelo,1417,2886.7,Martes
401247,"Madero, Eduardo Av. & Peron, Juan Domingo, Tte. General","Madero, Eduardo Av. & Peron, Juan Domingo, Tte. General",1623,0,Domingo
508897,Miller & Monroe,Bruno Giordano&Neuquen,2235,6272.07,Domingo
299514,Yerbal 1290,1019 Riglos,1644,1585.78,Miércoles
339543,2908 Salcedo & Dean Funes,1019 Riglos,834,2723.02,Domingo
339543,2908 Salcedo & Dean Funes,1019 Riglos,1106,2723.02,Lunes
339543,2908 Salcedo & Dean Funes,1019 Riglos,838,2723.02,Domingo
339543,2908 Salcedo & Dean Funes,1019 Riglos,1026,2723.02,Domingo
339543,2908 Salcedo & Dean Funes,1019 Riglos,1060,2723.02,Sábado
69880,Fitz Roy & Gorriti,"1483 Quinteros, Lidoro J. Av.",1611,3812.75,Sábado
69880,"Santa Fe Av. & Bullrich, Int. Av.","1483 Quinteros, Lidoro J. Av.",1032,3564.16,Domingo
69880,Arenales y Aguero,"1483 Quinteros, Lidoro J. Av.",1834,5914.71,Sábado
3832,"1483 Quinteros, Lidoro J. Av.","1483 Quinteros, Lidoro J. Av.",1221,0,Jueves
69880,3051 San Martin De Tours,"1483 Quinteros, Lidoro J. Av.",1675,5157.6,Sábado
164979,Miller & Monroe,Miller & Monroe,3847,0,Domingo
508897,"1483 Quinteros, Lidoro J. Av.",Miller & Monroe,889,3444.63,Jueves
198839,La Pampa 2512 & Ciudad de la Paz,Miller & Monroe,1417,2446.75,Domingo
575779,Pedro Echague 1878 & Combate De Los Pozos,Brasil & Pichincha,3346,413.99,Miércoles
133599,Brasil & Pichincha,Brasil & Pichincha,1963,0,Lunes
374441,"1798 Matienzo, Benjamin, Teniente",Vuelta de Obligado 2004,940,2031.84,Lunes
374441,"1798 Matienzo, Benjamin, Teniente",Vuelta de Obligado 2004,1137,2031.84,Lunes
374441,Maure 1819,Vuelta de Obligado 2004,989,1794.63,Miércoles
13804,"Saenz Peña 938, Roque, Pres. Diagonal Norte Av. & Suipacha",527 25 De Mayo,407,883.82,Domingo
172047,"Ramos Mejia, Av Dr Jose Maria Vargas& Av. Del Libertador",527 25 De Mayo,472,1108.97,Lunes
515826,"137 Aranguren, Juan F., Dr. & Portugal","137 Aranguren, Juan F., Dr. & Portugal",4052,0,Domingo
234640,2875 Moreno,"137 Aranguren, Juan F., Dr. & Portugal",1181,2439.54,Viernes
234640,2875 Moreno,Cordoba 6599,1979,5459.77,Lunes
460847,2519 Superi,Cordoba 6599,937,2565.93,Lunes
460847,2519 Superi,Cordoba 6599,1201,2565.93,Jueves
460847,2519 Superi,Cordoba 6599,1846,2565.93,Domingo
460847,2001 Donado,Cordoba 6599,722,2299.77,Martes
460847,2001 Donado,Cordoba 6599,861,2299.77,Viernes
363325,GARCIA DEL RIO & PINTO,Miguel Sanchez y Av Libertadores,4168,1677.08,Lunes
18702,Miguel Sanchez y Av Libertadores,Miguel Sanchez y Av Libertadores,431,0,Domingo
293521,3051 San Martin De Tours,Miguel Sanchez y Av Libertadores,2238,6312.14,Jueves
460847,2001 Donado,Av. Guzman 1100 & Av. Corrientes,6683,2373.03,Domingo
460847,2001 Donado,Av. Guzman 1100 & Av. Corrientes,1273,2373.03,Jueves
508897,Miller & Monroe,Arcos & Roosevelt Franklin D.,882,2720.62,Jueves
300143,"Figueroa Alcorta, Pres. Av. & Dorrego Av.",Arcos & Roosevelt Franklin D.,2947,3646.76,Lunes
172047,Triunvirato Av. & Roosevelt Franklin D. Av.,Arcos & Roosevelt Franklin D.,2561,3344.19,Jueves
172047,2001 Donado,Arcos & Roosevelt Franklin D.,1033,2528.24,Viernes
334879,"Vera Peñaloza, Rosario 599 & Lanteri Julieta","Vera Peñaloza, Rosario 599 & Lanteri Julieta",3390,0,Miércoles
370355,AZOPARDO 700,"Vera Peñaloza, Rosario 599 & Lanteri Julieta",1856,774.83,Jueves
21691,"383 Blanes, Juan Manuel","383 Blanes, Juan Manuel",254,0,Martes
370868,"1701 Fernandez Moreno, Baldomero","1701 Fernandez Moreno, Baldomero",2063,0,Lunes
460847,Tronador y Garcia del Rio,GARCIA DEL RIO & PINTO,731,958.27,Jueves
23321,GARCIA DEL RIO & PINTO,GARCIA DEL RIO & PINTO,703,0,Domingo
293521,GARCIA DEL RIO & PINTO,GARCIA DEL RIO & PINTO,549,0,Domingo
363325,Armenia 1525 y Gorriti,GARCIA DEL RIO & PINTO,3580,6272.94,Domingo
509785,2519 Superi,GARCIA DEL RIO & PINTO,644,1686.55,Martes
508897,2001 Donado,GARCIA DEL RIO & PINTO,1159,2622.55,Domingo
508897,2001 Donado,GARCIA DEL RIO & PINTO,904,2622.55,Viernes
508897,2001 Donado,GARCIA DEL RIO & PINTO,853,2622.55,Miércoles
508897,2001 Donado,GARCIA DEL RIO & PINTO,1536,2622.55,Domingo
363325,2001 Donado,"2700 Pedraza, Manuela",965,2311.1,Sábado
460847,Cordoba 6599,2519 Superi,1012,2565.93,Martes
460847,GARCIA DEL RIO & PINTO,2519 Superi,761,1686.55,Jueves
460847,Triunvirato Av. & Roosevelt Franklin D. Av.,2519 Superi,834,1913.95,Viernes
460847,Triunvirato Av. & Roosevelt Franklin D. Av.,2519 Superi,789,1913.95,Domingo
460847,2001 Donado,2519 Superi,582,1135.96,Lunes
460847,Amenabar y Mendoza,2519 Superi,2809,996.42,Jueves
520934,"Villaflor, Azucena & Paine, Aime","Villaflor, Azucena & Paine, Aime",1550,0,Sábado
23321,Machaca Guemes 350,"Villaflor, Azucena & Dealessi, Pierina",1030,716.07,Domingo
23321,Machaca Guemes 350,"Villaflor, Azucena & Dealessi, Pierina",890,716.07,Domingo
362985,Av. Sarmiento 2601,2786 Montañeses,1351,4458.42,Sábado
339543,803 José Marmol,2908 Salcedo & Dean Funes,684,2009.45,Domingo
339543,608 Doblas & Valle,2908 Salcedo & Dean Funes,776,2429.94,Jueves
339543,608 Doblas & Valle,2908 Salcedo & Dean Funes,1155,2429.94,Sábado
339543,608 Doblas & Valle,2908 Salcedo & Dean Funes,1019,2429.94,Domingo
339543,1019 Riglos,2908 Salcedo & Dean Funes,1881,2723.02,Domingo
339543,1019 Riglos,2908 Salcedo & Dean Funes,814,2723.02,Lunes
339543,1019 Riglos,2908 Salcedo & Dean Funes,1800,2723.02,Domingo
339543,1019 Riglos,2908 Salcedo & Dean Funes,1075,2723.02,Domingo
339543,1019 Riglos,2908 Salcedo & Dean Funes,2121,2723.02,Jueves
274860,Bruno Giordano&Neuquen,2908 Salcedo & Dean Funes,1807,3660.58,Sábado
339543,3568 Estados Unidos & Boedo Av.,2908 Salcedo & Dean Funes,643,1430.96,Domingo
575779,Iguazu & Uspallata,2908 Salcedo & Dean Funes,2032,947.83,Viernes
575779,Iguazu & Uspallata,2908 Salcedo & Dean Funes,1220,947.83,Lunes
575779,Iguazu & Uspallata,2908 Salcedo & Dean Funes,1686,947.83,Viernes
575779,Iguazu & Uspallata,2908 Salcedo & Dean Funes,507,947.83,Miércoles
575779,Iguazu & Uspallata,2908 Salcedo & Dean Funes,442,947.83,Martes
575779,"Urquiza, Gral. & Rondeau",2908 Salcedo & Dean Funes,1662,574.94,Lunes
575779,2908 Salcedo & Dean Funes,2908 Salcedo & Dean Funes,2563,0,Jueves
339543,2908 Salcedo & Dean Funes,2908 Salcedo & Dean Funes,1563,0,Martes
220420,"Manso Juana & De La Barra, Emma","Manso Juana & De La Barra, Emma",1238,0,Domingo
515826,Juana De Ibarbourou & Av Patricias Argentinas,Andres Lamas&Remedios Escalada de San Martin,2284,3076.56,Viernes
234744,"1540 Garcia, Juan Agustin",Andres Lamas&Remedios Escalada de San Martin,1532,878.34,Martes
234744,"1540 Garcia, Juan Agustin",Andres Lamas&Remedios Escalada de San Martin,768,878.34,Viernes
439943,Amenabar y Mendoza,Andres Lamas&Remedios Escalada de San Martin,1673,5327.63,Martes
370355,Mexico 1652,AZOPARDO 700,901,2059.64,Miércoles
370355,Machaca Guemes 350,AZOPARDO 700,666,1154.47,Martes
370355,2000 Vicente Lopez,AZOPARDO 700,1642,3770.07,Domingo
370355,Estados Unidos 21,AZOPARDO 700,991,288.59,Domingo
370355,Estados Unidos 21,AZOPARDO 700,2139,288.59,Lunes
370355,"Villaflor, Azucena & Dealessi, Pierina",AZOPARDO 700,442,526.2,Sábado
370355,Idependencia y Bernardo de Irigoyen,AZOPARDO 700,536,1219.36,Jueves
370355,Reconquista 76 & Cordoba Av.,AZOPARDO 700,987,1959.83,Sábado
370355,AZOPARDO 700,AZOPARDO 700,1999,0,Lunes
370355,AZOPARDO 700,AZOPARDO 700,2095,0,Viernes
370355,AZOPARDO 700,AZOPARDO 700,1884,0,Domingo
370355,Adolfo Alsina& Bernardo De Irigoyen,AZOPARDO 700,583,1348.84,Miércoles
575779,Iguazu & Uspallata,Iguazu & Uspallata,1988,0,Martes
575779,2908 Salcedo & Dean Funes,Iguazu & Uspallata,1208,947.83,Lunes
264425,Godoy Cruz  3279 y Libertador,1399 Moldes,2754,3046.73,Domingo
264425,Maure 1819,1399 Moldes,1873,1554.84,Jueves
264425,Zapiola & Dorrego,1399 Moldes,1038,1608.89,Martes
264425,Zapiola & Dorrego,1399 Moldes,1889,1608.89,Sábado
264425,o´higins 1327,1399 Moldes,2487,689.12,Domingo
395104,Amenabar y Mendoza,1399 Moldes,5442,910.74,Lunes
299514,1590 Lavalle,3817 Traful,2527,5923.79,Lunes
299514,300 Almafuerte Av. & Los Patos,3817 Traful,651,1246.87,Martes
299514,608 Doblas & Valle,3817 Traful,1639,3331.85,Miércoles
299514,3568 Estados Unidos & Boedo Av.,3817 Traful,1148,3293.68,Sábado
299514,3568 Estados Unidos & Boedo Av.,3817 Traful,1496,3293.68,Jueves
299514,Av. Rivadavia & Del Barco Centenera,3817 Traful,1782,4196.31,Lunes
13804,Reconquista & Corrientes Av.,Idependencia y Bernardo de Irigoyen,3734,1743.57,Lunes
35806,"Avenida Martin Garcia, 295",Idependencia y Bernardo de Irigoyen,2627,1563.64,Viernes
508897,Miller & Monroe,2519 Conesa,686,1771.76,Lunes
225059,1619 Brandsen,1619 Brandsen,2580,0,Lunes
83670,902 Esmeralda,1619 Brandsen,1861,4522.92,Domingo
525584,Culpina 121,Culpina 121,1378,0,Domingo
